  #        id       flux         zspecflag    redshift       detectprob  soft/hard_ratio  optical_id
       60116   4.14000016E-15           0   1.50999999               1   0.00000000           60116
       60131   6.48999990E-15           1   3.32800007               1  0.167950690           60131
       60134   6.31999996E-15           0   1.59000003               1   0.00000000           60134
       60135   7.47999973E-15           0  0.939999998               1   0.00000000           60135
       60136   1.30999998E-14           0  0.289999992               1  0.186259538           60136
       60138   1.70000004E-14           1   2.00000000               1  0.201176465           60138
       60142   6.15000003E-15           1  0.972000003               1   0.00000000           60142
       60144   7.08999992E-15           0   1.50000000               1   0.00000000           60144
       60148   7.60999980E-15           0   1.90999997               1   0.00000000           60148
       60152   7.22000042E-15           1  0.578999996               1   0.00000000           60152
       60153   7.32000028E-15           0   1.90999997               1   0.00000000           60153
       60154   1.68999997E-14           0   1.87000000               1   0.00000000           60154
       60156   1.29999999E-14           0   1.75999999               1   0.00000000           60156
       60158   7.43000022E-15           0   1.59000003               1   0.00000000           60158
       60161   5.04000020E-15           1  0.416999996               1   0.00000000           60161
       60177   6.35000018E-15           0  0.660000026               1   0.00000000           60177
       60183   1.12999997E-14           1  0.284999996               1   0.00000000           60183
       60185   5.21000013E-15           1  0.528999984               1   0.00000000           60185
       60188   6.23999982E-15           1   1.44200003               1   0.00000000           60188
       60193   8.44999983E-15           1  0.588999987               1   0.00000000           60193
       60205   8.66999970E-15           1  0.968999982               1   0.00000000           60205
       60206   6.12999989E-15           0  0.939999998               1   0.00000000           60206
       60211   6.59999983E-15           1  0.510999978               1   0.00000000           60211
       60235   6.66999991E-15           1   1.77800000               1   0.00000000           60235
       60240   5.92000009E-15           0  0.829999983               1   0.00000000           60240
       60241   5.63999980E-15           0  0.680000007               1   0.00000000           60241
       60252   4.96000005E-15           0  0.600000024               1   0.00000000           60252
       60255   1.75999996E-14           1  0.889999986               1   0.00000000           60255
       60259   9.19000000E-15           0  0.469999999               1   0.00000000           60259
       60260   5.97000002E-15           0   2.52999997               1   0.00000000           60260
       60261   1.05000000E-14           0   1.80999994               1   0.00000000           60261
       60269   6.55999997E-15           1  0.759999990               1   0.00000000           60269
       60270   4.60000004E-15           0  0.720000029               1  0.245652169           60270
       60272   4.70999997E-15           0   3.24000001               1   0.00000000           60272
       60274   5.35999993E-15           1   1.09700000               1   0.00000000           60274
       60279   7.91000024E-15           0   1.27999997               1   0.00000000           60279
       60280   6.73999998E-15           0   1.28999996               1   0.00000000           60280
       60286   1.19999996E-14           0   1.90999997               1   0.00000000           60286
       60296   5.03000013E-15           0  0.610000014               1   0.00000000           60296
       60305   6.42999990E-15           1  0.345999986               1   0.00000000           60305
       60309   5.63999980E-15           0   1.03999996               1   0.00000000           60309
       60314   7.61999987E-15           0   1.08000004               1   0.00000000           60314
       60320   1.08000004E-14           0  0.850000024               1   0.00000000           60320
       60322   6.13999996E-15           0   1.94000006               1   0.00000000           60322
       60331   4.56000018E-15           0   1.25000000               1   0.00000000           60331
       60335   5.06999999E-15           0  0.839999974               1   0.00000000           60335
       60337   6.64000012E-15           0  0.970000029               1   0.00000000           60337
       60341   6.59999983E-15           0   1.52999997               1   0.00000000           60341
       60345   3.70000000E-15           0   1.00000000               1   0.00000000           60345
       60353   5.81999980E-15           1   1.31700003               1   0.00000000           60353
       60354   4.56999982E-15           1  0.879999995               1   0.00000000           60354
       60355   6.99000006E-15           0  0.829999983               1   0.00000000           60355
       60361   5.12999999E-15           0   1.70000005               1   0.00000000           60361
       60364   4.81999991E-15           1  0.601999998               1   0.00000000           60364
       60388   4.02999980E-15           0  0.860000014               1   0.00000000           60388
       60393   3.83000008E-15           0  0.310000002               1   0.00000000           60393
       60403   5.40000021E-15           1   1.00000000               1   0.00000000           60403
       60410   7.80000030E-15           0  0.360000014               1  0.153846160           60410
       60422   2.73999997E-14           0   1.88999999               1  0.151824817           60422
       60426   7.85999988E-15           1  0.833000004               1   0.00000000           60426
       60430   4.98999984E-15           1  0.123000003               1   0.00000000           60430
       60448   4.55000011E-15           0  0.810000002               1   0.00000000           60448
       60451   5.43000000E-15           0   1.11000001               1   0.00000000           60451
       60452   8.78999971E-15           0   1.47000003               1   0.00000000           60452
       60454   4.64999997E-15           1   1.16900003               1   0.00000000           60454
       60455   1.11999999E-14           0  0.540000021               1   0.00000000           60455
       60458   1.05000000E-14           1  0.745000005               1   0.00000000           60458
       60460   7.07999985E-15           0   1.01999998               1   0.00000000           60460
       60464   5.28000021E-15           0   2.34999990               1   0.00000000           60464
       60483   6.87000006E-15           0   1.74000001               1   0.00000000           60483
       60486   7.08999992E-15           1  0.661000013               1   0.00000000           60486
       60490   4.75999990E-15           0   1.10000002               1   0.00000000           60490
       60492   4.96000005E-15           0   1.00999999               1   0.00000000           60492
       60494   6.09000003E-15           1  0.661000013               1   0.00000000           60494
         140   2.37999995E-14           1   4.50000018E-02           1  0.181932762             140
        2530   9.97999968E-15           0   2.64000010               1  0.543086171            2530
        5371   2.61999996E-14           0   2.99999993E-02           1  0.317557245            5371
         225   5.68000008E-15           0  0.740000010               1  0.190140843             225
         276   1.82999994E-14           0   2.61999989               1  0.373770505             276
         558   9.04999986E-15           1   1.45099998               1  0.862983465             558
        2239   2.66000008E-14           1  0.578999996               1  0.143984959            2239
        2622   6.67999998E-15           1   1.08000004               1  0.263473064            2622
        2645   5.08000006E-15           0   2.75999999               1  0.336614162            2645
        2814   1.46000003E-14           0   2.50999999               1  0.107534245            2814
        5073   1.29000001E-14           1  0.925999999               1  0.829457343            5073
        5185   9.48000037E-15           0   2.06999993               1   0.00000000            5185
        5383   2.06999995E-14           0  0.239999995               1  0.401449263            5383
        5545   5.61000001E-15           0   2.46000004               1  0.242424250            5545
       54451   1.17000000E-14           1  0.967000008               1  0.146153837           54451
       54530   9.99999982E-15           0  0.600000024               1   0.00000000           54530
       60086   6.30999989E-15           0   1.41999996               1   0.00000000           60086
       60082   6.19999996E-15           1  0.779999971               1   0.00000000           60082
       60360   4.57999990E-15           0   2.05999994               1   0.00000000           60360
       60433   1.63999995E-14           0   1.99999996E-02           1   0.00000000           60433
       70002   5.30999999E-15           0   1.46000004               1   0.00000000           70002
       70003   6.83999984E-15           0   1.40999997               1   0.00000000           70003
       70004   1.17999999E-14           1   1.14600003               1   0.00000000           70004
       70007   8.77999964E-15           1   1.84800005               1   0.00000000           70007
       70009   5.40999986E-15           0  0.389999986               1   0.00000000           70009
       70010   7.32000028E-15           0   1.25999999               1   0.00000000           70010
       70011   5.63000015E-15           0   1.09000003               1   0.00000000           70011
       70013   5.21000013E-15           0   1.08000004               1   0.00000000           70013
       70014   5.14000006E-15           0   1.41999996               1   0.00000000           70014
       70015   5.39000014E-15           1   1.21800005               1   0.00000000           70015
       70017   5.70999987E-15           0   2.05999994               1   0.00000000           70017
       70019   4.72000004E-15           0   1.50999999               1   0.00000000           70019
       70020   5.10000020E-15           0   1.10000002               1   0.00000000           70020
       70024   4.61000011E-15           0   1.30999994               1   0.00000000           70024
       70025   4.68000018E-15           0  0.850000024               1   0.00000000           70025
       70026   3.92999994E-15           0   2.17000008               1   0.00000000           70026
       70032   9.09000014E-15           0   1.12000000               1   0.00000000           70032
       70046   7.07999985E-15           0   2.00999999               1   0.00000000           70046
       70069   7.02999992E-15           0  0.409999996               1   0.00000000           70069
       70076   1.94000005E-14           1   1.17100000               1   0.00000000           70076
       70077   1.54999999E-14           1  0.405999988               1   0.00000000           70077
       70078   8.52000033E-15           0   3.99999991E-02           1   0.00000000           70078
       70080   8.48000005E-15           1  0.405000001               1   0.00000000           70080
       70081   3.50000007E-15           0   1.14999998               1   0.00000000           70081
       70082   7.90000017E-15           0   2.42000008               1   0.00000000           70082
       70083   7.50999994E-15           0  0.959999979               1   0.00000000           70083
       70084   9.40999987E-15           0   1.28999996               1   0.00000000           70084
       70085   4.49000010E-15           0  0.850000024               1   0.00000000           70085
       70087   6.73999998E-15           0   1.24000001               1   0.00000000           70087
       70089   4.86000019E-15           0   1.75000000               1   0.00000000           70089
       70091   4.27999988E-15           0   1.04999995               1   0.00000000           70091
       70095   6.07999995E-15           1  0.345999986               1   0.00000000           70095
       70096   6.24999989E-15           1  0.842000008               1   0.00000000           70096
       70133   1.60000001E-14           1  0.893999994               1   0.00000000           70133
       70134   8.54999970E-15           0  0.629999995               1   0.00000000           70134
       70135   1.54999999E-14           0   2.00000000               1   0.00000000           70135
       70136   2.27999992E-14           1  0.727999985               1   0.00000000           70136
       70137   9.12000035E-15           1  0.703999996               1   0.00000000           70137
       70138   4.50000018E-15           0   1.44000006               1   0.00000000           70138
       70139   1.05999998E-14           1  0.426999986               1   0.00000000           70139
       70140   4.63999990E-15           0   1.77999997               1   0.00000000           70140
       70141   4.51999989E-15           0   1.44000006               1   0.00000000           70141
       70143   5.70999987E-15           0  0.699999988               1   0.00000000           70143
       70145   4.79000012E-15           0   2.55999994               1   0.00000000           70145
       70147   3.52000000E-15           0  0.509999990               1   0.00000000           70147
       70149   5.26000006E-15           0   2.78999996               1   0.00000000           70149
       70150   1.79000000E-14           1  0.360000014               1   0.00000000           70150
       70152   7.35999972E-15           1   1.16799998               1   0.00000000           70152
       70154   5.32000007E-15           1  0.702000022               1   0.00000000           70154
       70170   5.91000002E-15           0  0.709999979               1   0.00000000           70170
       70177   5.38000007E-15           1  0.958000004               1   0.00000000           70177
       70196   6.67999998E-15           0  0.550000012               1   0.00000000           70196
       70210   1.19999996E-14           0   1.92999995               1   0.00000000           70210
       70212   4.61000011E-15           1  0.629000008               1   0.00000000           70212
       70213   7.93999960E-15           0  0.939999998               1   0.00000000           70213
       70214   4.92999984E-15           0  0.860000014               1   0.00000000           70214
       70215   6.24999989E-15           0   1.15999997               1   0.00000000           70215
       70216   5.43000000E-15           0   1.47000003               1   0.00000000           70216
       70220   4.93999991E-15           1  0.372999996               1   0.00000000           70220
       70221   5.56000008E-15           0   1.50999999               1   0.00000000           70221
       70222   4.94999998E-15           0   1.94000006               1   0.00000000           70222
       70225   6.07999995E-15           0   1.90999997               1   0.00000000           70225
       70228   9.64999988E-15           0   1.13999999               1   0.00000000           70228
       70247   5.30999999E-15           0  0.930000007               1   0.00000000           70247
       70250   5.56000008E-15           0   1.08000004               1   0.00000000           70250
