#          name  xid     coordra    coorddec    fluxsoft     fluxmed    fluxhard flagcat       hr       chid	flagnew       id    idnew        r        i     knew     ch1new     ch2new     ch3new     ch4new       flux24	zspec  class flagredshift       zphot
#	#	#
XMMC_149.89264+1.61879 60431 149.8922700   1.6185020    2.59e-15   -1.33e-14   -2.43e-14     1    -0.03      -99 	    1   245190   156941    20.75    20.42    20.66       5.35       3.69    -100.00       7.17       0.40 	   0.032      3      2     2.61  
XMMC_149.58880+1.50945 60434 149.5886100   1.5093200    4.76e-15   -4.24e-14   -6.89e-14     1    -1.00      -99 	    1   306020   194320    22.06    20.70    19.81      41.66      34.16      29.86      31.39       0.15 	   0.634      1      3     0.58  
XMMC_149.51741+1.60707 60435 149.5171800   1.6072850    2.14e-15   -6.18e-15   -8.32e-15     1    -1.00      -99 	    1   321720   203359    22.70    21.26    19.87      48.28      43.17      52.45      60.01       0.29 	 -99.000    -99    -99     0.55  
XMMC_150.04692+1.93059 60436 150.0470428   1.9313960    9.00e-16   -5.54e-15   -3.22e-15     0    -1.00      227 	    1   927028   574017    25.81    25.21    22.12       6.51       8.71      12.90      20.06       0.07 	 -99.000    -99    -99     1.75  
XMMC_149.96986+1.84675 60438 149.9694300   1.8466330    9.18e-16   -4.94e-15   -2.65e-15     0    -1.00      733 	    1   947042   585540    26.33    25.71    22.89       5.34       6.53      12.44      11.57     -99.00 	 -99.000    -99    -99     2.59  
XMMC_149.99523+1.56377 60439 149.9945831   1.5636699    2.22e-15   -7.75e-15   -4.41e-15     1    -1.00      -99 	    1   221676   142131    25.65    25.23    22.13       8.04      11.08      15.51      15.43     -99.00 	 -99.000    -99    -99     1.76  
XMMC_149.41374+1.92566 60440 149.4135600   1.9259600    2.89e-15   -1.49e-16   -1.80e-16     1    -1.00      -99 	    1  1046186   645893    23.10    22.37    21.20      20.45      26.66      29.61      37.99       0.10 	 -99.000    -99    -99     1.78  
XMMC_149.40948+1.93391 60441 149.4095001   1.9335740    2.51e-15   -7.00e-15   -3.90e-15     1    -1.00      -99 	    1  1043654   646013    24.53    23.19    20.39      40.99      44.46      40.28      43.44       0.22 	 -99.000    -99    -99     1.21  
XMMC_149.60780+2.01727 60446 149.6073300   2.0176620    1.21e-15   -4.52e-15   -6.32e-15     1    -1.00      184 	    1  1379342   856730    23.02    22.68    21.72       7.72       8.40      12.71      10.80     -99.00 	 -99.000    -99    -99     0.34  
XMMC_150.02927+2.15802 60448 150.0290000   2.1583150   -7.59e-16    4.55e-15   -6.09e-15     0     1.00     1138 	    1  1671530  1039567    23.07    22.46    20.69      24.16      17.33      19.42      10.52     -99.00 	 -99.000    -99    -99     0.81  
XMMC_149.81518+1.63458 60450 149.8152300   1.6348570    1.80e-15   -1.25e-14   -1.92e-14     1    -1.00      -99 	    1   637892   398660    24.57    23.87    21.32      15.33      16.98      15.23      10.53     -99.00 	 -99.000    -99    -99     1.41  
XMMC_149.99747+1.96777 60451 149.9970600   1.9677590   -2.02e-15    5.43e-15   -1.14e-14     1     0.09      234 	    1  1311643   814706    24.08    23.29    21.13      17.88      16.82      13.21       8.26       0.09 	 -99.000    -99    -99     1.11  
XMMC_149.51214+1.76352 60452 149.5132900   1.7635280   -9.84e-16    8.79e-15   -1.18e-14     1     1.00      -99 	   10   689777   428849    25.93    24.58    21.24      16.74      18.05      15.58      15.22       0.07 	 -99.000    -99    -99     1.47  
XMMC_149.97952+1.96002 60454 149.9798600   1.9603730   -8.89e-16    4.65e-15   -2.25e-16     0     1.00      732 	    1  1274476   791247    23.77    22.81    20.67      23.96      21.26      19.74      17.79       0.09 	   1.169      2      3     1.12  
XMMC_149.86874+1.74830 60455 149.8674600   1.7477070   -3.88e-15    1.12e-14   -1.24e-14     1     1.00     3432 	    1   610553   382056    21.57    20.42    19.08      88.48      65.23      62.40      49.73       0.21 	 -99.000    -99    -99     0.54  
XMMC_149.81130+1.71254 60458 149.8120900   1.7126760   -2.49e-15    1.05e-14   -1.64e-14     1     1.00      -99 	   10   619276   387324    23.76    22.18    20.52      28.36      26.39      26.66      47.16       0.16 	   0.745      2      3     0.77  
XMMC_149.54337+1.86757 60460 149.5438800   1.8674020   -6.45e-16    7.08e-15   -6.09e-15     1     1.00     1695 	   10  1058213   656297    23.54    22.22    20.40      32.84      28.59      23.96      21.25       0.11 	 -99.000    -99    -99     1.02  
XMMC_149.53683+2.00067 60462 149.5364900   2.0003120    1.57e-15   -3.91e-15   -6.22e-15     1    -1.00     3205 	    1  1421922   882980    19.16    18.86    19.34      28.47      20.52      15.32      16.63     -99.00 	 -99.000    -99    -99     0.00  
XMMC_149.68375+1.61475 60463 149.6830100   1.6149590    1.66e-15   -1.17e-14   -7.10e-15     1     0.08      -99 	   10   280501   179626    24.95    24.64    21.73      13.45      17.21      19.65      25.06       0.37 	 -99.000    -99    -99     2.23  
XMMC_150.02772+2.12634 60464 150.0277100   2.1267370   -3.54e-16    5.28e-15   -3.34e-15     1     1.00      -99 	   10  1678680  1019433    25.08    24.50    23.31       9.31      13.07      17.19      27.14       0.06 	 -99.000    -99    -99     2.35  
XMMC_149.53283+1.95867 60465 149.5328900   1.9588620    9.63e-16   -8.23e-17   -9.17e-17     0    -1.00      -99 	    1  1037904   667236    22.85    21.93    20.71      20.54      26.17      38.47      73.73       0.29 	 -99.000    -99    -99     0.60  
XMMC_149.57354+2.02404 60466 149.5734800   2.0236890    1.47e-15   -8.54e-15   -3.83e-15     1    -1.00      174 	    1  1378931   855722    21.69    21.46    20.94      16.09      20.05      22.19      42.00       0.23 	 -99.000    -99    -99     2.81  
XMMC_149.67321+1.53598 60469 149.6730300   1.5359850    2.93e-15   -1.28e-14   -3.81e-15     1    -1.00      -99 	   10   299780   191213    24.07    23.65    21.81      10.65      13.41      19.15      14.54     -99.00 	 -99.000    -99    -99     1.31  
XMMC_149.70174+1.68151 60470 149.7017500   1.6812610    1.36e-15   -1.08e-14   -1.10e-14     1    -0.17      -99 	   10   668199   416189    25.38    24.66    22.39       5.76       6.84       6.88       8.17     -99.00 	 -99.000    -99    -99     1.84  
XMMC_149.77339+1.54111 60472 149.7734700   1.5407150    2.69e-15   -1.82e-14   -2.39e-14     1    -1.00      -99 	    1   261901   167667    20.01    18.65    18.00     134.93     115.85      78.16     114.71       0.32 	 -99.000    -99    -99     0.27  
XMMC_149.45765+1.99921 60478 149.4574585   1.9994019    1.74e-15   -6.00e-15   -5.43e-15     1    -1.00      -99 	    1  1422670   883924    25.79    25.87    23.11       2.68       3.43       2.75       7.83     -99.00 	 -99.000    -99    -99     2.94  
XMMC_149.60279+1.96205 60483 149.6026154   1.9623330   -9.38e-18    6.87e-15   -4.01e-15     1     1.00     1707 	    1  1393442   865198    25.97    25.16    21.87      12.59      16.58      13.98      16.59     -99.00 	 -99.000    -99    -99     1.74  
XMMC_149.80333+1.90166 60486 149.8031500   1.9019270   -1.43e-15    7.09e-15   -8.47e-15     1     1.00     1016 	    1   971945   601708    22.60    21.05    19.68      42.36      26.91      21.99      19.69       0.06 	   0.661      2      5     0.66  
XMMC_149.64816+1.84346 60488 149.6480300   1.8439690    1.01e-15   -3.77e-15   -6.39e-15     1    -1.00    12539 	   10  1024668   635563    21.93    21.04    20.11      22.65      22.02      16.24      41.41       0.15 	   0.328      3      5     0.22  
XMMC_149.65130+1.97148 60489 149.6505280   1.9728351    1.16e-15   -6.74e-15   -7.56e-15     1    -1.00     3577 	    1  1391020   863775    26.18    25.66    22.68       6.11       7.11       7.95       7.49     -99.00 	 -99.000    -99    -99     1.72  
XMMC_150.10509+2.18453 60490 150.1054400   2.1852680   -7.57e-16    4.76e-15   -6.64e-15     0     1.00      -99 	    1  1625532  1010021    24.14    22.89    21.04      23.75      19.68      10.70      14.59       0.08 	 -99.000    -99    -99     1.10  
XMMC_149.81330+2.11107 60492 149.8124800   2.1110140   -4.06e-17    4.96e-15   -3.82e-15     0     1.00     1057 	    1  1317405   818202    24.63    23.47    21.47      14.50      25.94      61.12     130.80       0.69 	 -99.000    -99    -99     1.01  
XMMC_149.69768+1.90501 60494 149.6971900   1.9052160   -5.95e-17    6.09e-15   -6.35e-15     1     1.00      -99 	    1  1011033   626511    21.46    20.36    19.28      67.33      52.45      67.43      94.46       0.84 	   0.661      2      5     0.53  
XMMC_149.54790+2.03326 60507 149.5477900   2.0331140    1.36e-15   -9.50e-15   -1.12e-14     1    -1.00      169 	    1  1414591   879122    25.06    24.25    21.94      11.01      12.39      13.07      12.03     -99.00 	 -99.000    -99    -99     1.09  
XMMC_149.97806+2.28526   29 149.9780600   2.2852200    1.76e-14   -2.73e-15   -2.86e-15     1    -1.00      444 	    1  1642198      -99   -99.00    14.04    13.80     -99.00     -99.00     -99.00     -99.00       0.38 	 -99.000    -99    -99     0.00  
XMMC_150.04056+2.39701   36 150.0406500   2.3971680    1.48e-14   -4.95e-15   -7.94e-15     1    -1.00      527 	    1  2012677      -99    99.00    11.43    13.42     -99.00     -99.00     -99.00     -99.00       3.86 	 -99.000    -99    -99     0.00  
XMMC_150.42985+2.29117   46 150.4298800   2.2912850    2.02e-14   -1.73e-14   -1.62e-14     1    -1.00      590 	    1  1521396      -99   -99.00    10.66    13.45     -99.00     -99.00     -99.00     -99.00      18.95 	 -99.000    -99    -99     0.00  
XMMC_150.42986+2.54783   58 150.4300600   2.5478460    1.86e-14    1.11e-14    6.21e-15     1    -0.79     1592 	    1  2256266      -99   -99.00    15.12    14.65     -99.00     -99.00     -99.00     -99.00       0.10 	   0.000    -99      6     0.00  
XMMC_150.41600+2.42999   73 150.4156700   2.4301980    2.58e-14   -3.02e-14   -1.69e-14     1    -1.00      634 	    1  1890803  1176810    17.53    15.21    16.20     833.07     592.11     387.15     265.78       0.18 	   0.124      2      1     0.12  
XMMC_150.20171+2.12614   77 150.2018200   2.1263470    8.80e-15   -1.52e-14   -9.17e-15     1    -0.76       48 	    1  1599093      -99   -99.00    13.57    13.97     -99.00     -99.00     -99.00     -99.00       0.20 	 -99.000    -99    -99     0.00  
XMMC_150.23942+1.93023  125 150.2393900   1.9301580    7.90e-15   -4.26e-15   -3.52e-15     1    -1.00      367 	    1   851639      -99   -99.00    12.52    13.14     -99.00     -99.00     -99.00     -99.00       0.45 	 -99.000    -99    -99     0.00  
XMMC_150.23012+2.39558  140 150.2300600   2.3955190    4.33e-15    2.38e-14    1.66e-14     1     0.04       73 	    1  1936248  1204837    17.44    15.27    16.44     683.79     459.49     377.89     351.50       1.54 	   0.045      2      1     0.02  
XMMC_150.50002+2.89265  190 150.5001300   2.8929610    1.31e-14   -2.02e-14   -1.89e-14     1    -1.00      -99 	    1  2969616      -99   -99.00    14.21    14.24     -99.00     -99.00     -99.00     -99.00       0.13 	 -99.000    -99    -99     0.00  
XMMC_150.53234+2.37613  261 150.5326700   2.3763530    7.60e-15   -1.13e-14   -9.91e-15     1    -1.00     1560 	    1  1899669  1184632   -99.00    14.61    13.72    6643.55    5336.74    3779.20    2061.01       0.38 	 -99.000    -99    -99     0.00  
XMMC_149.88490+2.00895  289 149.8848100   2.0092160    4.13e-15   -3.94e-15   -6.92e-15     1    -1.00      212 	    1  1338541      -99   -99.00    11.34    13.32     -99.00     -99.00     -99.00     -99.00       4.45 	   0.000    -99      1     0.00  
XMMC_149.89931+2.51161  299 149.8994500   2.5118810    3.74e-15    1.98e-14    1.09e-14     1     0.02      561 	    1  2380349  1482676   -99.00    15.46    15.54     715.88     475.42     368.81     262.08       0.60 	   0.000    -99      3     0.00  
XMMC_150.15375+2.39906  340 150.1537600   2.3993450    1.67e-15   -6.75e-15   -2.78e-15     1    -1.00     3683 	    1  1974328      -99   -99.00    13.13    13.79     -99.00     -99.00     -99.00     -99.00       0.38 	 -99.000    -99    -99     0.00  
XMMC_149.59662+2.21964  505 149.5960900   2.2199990    1.20e-14   -4.25e-15   -5.64e-16     1    -1.00      321 	    1  1734186      -99   -99.00    12.23    13.49     -99.00     -99.00     -99.00     -99.00       0.71 	 -99.000    -99    -99     0.00  
XMMC_149.99937+1.98904  556 149.9990800   1.9897069    1.59e-15   -6.20e-15   -3.86e-15     1    -1.00      734 	    1      -99      -99   -99.00   -25.50   -99.00     -99.00     -99.00     -99.00     -99.00     -99.00 	 -99.000    -99    -99   -99.00  
XMMC_150.42337+2.13311 2003 150.4233300   2.1330470    8.63e-14    3.93e-14    1.09e-14     1    -0.84      537 	    1  1518726      -99   -99.00    14.97    14.05     -99.00     -99.00     -99.00     -99.00       0.26 	 -99.000    -99    -99     0.00  
XMMC_150.46761+2.19943 2007 150.4673800   2.1995540    1.50e-13    3.69e-14   -7.26e-15     1    -0.90      546 	    1  1538352      -99   -99.00    13.26    13.42     -99.00     -99.00     -99.00     -99.00       0.67 	 -99.000    -99    -99     0.00  
XMMC_150.52774+1.98691 2063 150.5280700   1.9870100    2.18e-14    7.30e-15   -8.90e-15     1    -0.87      -99 	    1  1190043      -99   -99.00    14.61    14.13     -99.00     -99.00     -99.00     -99.00       0.23 	   0.000    -99      6     0.00  
XMMC_150.65413+1.63601 2094 150.6542300   1.6367570    1.93e-15   -1.61e-14   -1.32e-14     1    -1.00      -99 	    1   395116      -99   -99.00    13.81    14.17     -99.00     -99.00     -99.00     -99.00       0.12 	 -99.000    -99    -99     0.00  
XMMC_149.73312+2.51133 2386 149.7333900   2.5112240    5.21e-15   -2.62e-16   -1.00e-16     1    -1.00      516 	    1  2419362  1507718   -99.00    15.49    14.93     717.40     418.95     290.86     165.47       0.09 	 -99.000    -99    -99     0.00  
XMMC_150.07768+1.59458 2474 150.0775500   1.5945700    4.46e-15   -2.32e-15   -8.72e-15     1    -1.00      -99 	    1   175070      -99   -99.00    12.82    13.47     -99.00     -99.00     -99.00     -99.00       0.58 	 -99.000    -99    -99     0.00  
XMMC_149.60434+2.58695 2530 149.6049200   2.5866010    5.42e-15    9.98e-15   -1.12e-14     1    -0.46      -99 	   10  2439313  1520830   -99.00    20.87    19.68      98.74     108.22     147.86     165.71       0.67 	 -99.000    -99    -99     2.64  
XMMC_150.32270+1.52893 2661 150.3233300   1.5284880    4.69e-15   -1.19e-14   -1.82e-14     1    -1.00      -99 	    1   154407      -99   -99.00    13.26    13.80     -99.00     -99.00     -99.00     -99.00       0.30 	 -99.000    -99    -99     0.00  
XMMC_150.42543+1.88906 2736 150.4257800   1.8888220    2.37e-15   -1.10e-15   -5.86e-15     1    -1.00      397 	    1   817311      -99   -99.00    12.09    13.25     -99.00     -99.00     -99.00     -99.00       1.20 	 -99.000    -99    -99     0.00  
XMMC_149.66281+2.45652 5050 149.6628800   2.4566890    2.36e-15   -4.75e-15   -5.44e-15     1    -1.00      -99 	    1  2079233      -99   -99.00    14.06    13.76     -99.00     -99.00     -99.00     -99.00       0.18 	   0.000    -99      4     0.00  
XMMC_149.74513+1.62974 5074 149.7451100   1.6294460    2.93e-14   -1.93e-14   -5.25e-15     1    -1.00      -99 	    1   600085      -99   -99.00    12.28    13.33     -99.00     -99.00     -99.00     -99.00       0.74 	 -99.000    -99    -99     0.00  
XMMC_150.01503+1.84573 5076 150.0149300   1.8457590    2.97e-15   -6.81e-16   -4.21e-15     1    -1.00     3381 	    1   944843      -99   -99.00    11.16    13.37     -99.00     -99.00     -99.00     -99.00       2.78 	 -99.000    -99    -99     0.00  
XMMC_149.49515+2.08402 5087 149.4950500   2.0843600    1.20e-14   -1.00e-14   -8.27e-15     1    -1.00      -99 	    1  1402879   871647   -99.00    15.97    14.92    1912.49    1286.71     878.86     479.34       0.09 	   0.000    -99      3     0.00  
XMMC_150.63994+2.69160 5100 150.6397500   2.6913460    4.28e-15   -9.16e-16   -9.74e-16     1    -1.00      -99 	    1  2578709  1602356   -99.00    15.90    16.23     451.07     291.66     194.25     112.58     -99.00 	 -99.000    -99    -99     0.00  
XMMC_149.51839+1.87106 5110 149.5183300   1.8712110    8.69e-15   -1.59e-14   -6.06e-15     1    -1.00     1688 	    1  1056064      -99   -99.00    15.38    15.09    1065.81     688.97     480.49     265.24     -99.00 	 -99.000    -99    -99     0.00  
XMMC_149.75008+2.66413 5216 149.7504300   2.6638450    5.77e-15   -3.54e-15   -3.97e-15     1    -1.00      -99 	    1  2786594      -99   -99.00    13.50    13.99     -99.00     -99.00     -99.00     -99.00       0.23 	 -99.000    -99    -99     0.00  
