#          name  xid     coordra    coorddec    fluxsoft     fluxmed    fluxhard flagcat       hr       chid	flagnew       id    idnew        r        i     knew     ch1new     ch2new     ch3new     ch4new       flux24	zspec  class flagredshift       zphot
#	#	#
XMMC_149.62175+2.78070 5562 149.6210300   2.7809200    1.00e-15    6.89e-15   -5.50e-15     1     0.16      -99 	   10  2797246  1737589    24.81    24.40   -99.00       1.33       1.49    -100.00       0.72     -99.00 	 -99.000    -99    -99     2.64  
XMMC_150.54692+2.22387 5563 150.5466919   2.2243149    2.44e-15    5.88e-15   -7.40e-15     1    -0.34     1269 	    1  1536647   953576    25.87    25.33    23.45       3.41       5.61       7.90      16.50       0.08 	 -99.000    -99    -99     3.41  
XMMC_150.66093+2.79566 5564 150.6609300   2.7953530    1.46e-15   -8.56e-15   -6.03e-15     1    -1.00      -99 	   10  2953430  1833223    23.56    21.89    20.34      17.05      12.71       5.80       1.01       0.11 	   0.000    -99      5     0.81  
XMMC_149.54127+2.18233 5566 149.5413500   2.1827170    1.09e-14    1.94e-14   -1.71e-14     1    -0.46      -99 	    1  1787054  1111224    21.78    21.42    20.20      46.30      50.36      64.42      92.90       0.45 	   0.837      1      2     0.83  
XMMC_149.89400+1.94715 5567 149.8943900   1.9475610    1.50e-15    5.10e-15   -6.36e-15     1    -0.18     1711 	    1   922902   570777    22.39    21.13    19.94      47.33      35.76      44.23      38.69       0.63 	   0.772      2      5     0.61  
XMMC_150.79046+2.55048 5569 150.7903100   2.5507900    4.96e-15    2.26e-14   -1.96e-14     1    -0.06      -99 	    1  2180451  1360202    25.23    24.51    21.14      19.88      22.37      25.51      37.61       0.17 	 -99.000    -99    -99     1.81  
XMMC_149.68662+2.04671 5570 149.6863400   2.0470930    2.00e-15   -8.64e-15   -9.57e-15     1    -1.00     1001 	    1  1372394   852100    17.92    16.35    16.19     792.43     587.27     669.33    3943.12       8.07 	   0.093      3      1     0.11  
XMMC_150.00808+2.70442 5572 150.0083900   2.7045880    4.50e-15    7.48e-15   -9.52e-15     1    -0.50      618 	    1  2736072  1699425    21.80    20.75    19.62      52.53      45.65      48.73      54.73       0.23 	   0.581      2      5     0.72  
XMMC_149.52988+1.78564 5573 149.5297800   1.7857080    7.17e-15    2.44e-14    1.43e-14     1    -0.19      -99 	    1   683319   425300    24.50    23.26    20.69      35.88      39.82      49.88      73.15       0.24 	 -99.000    -99    -99     1.66  
XMMC_149.71246+2.74428 5574 149.7125900   2.7436040    1.94e-15   -3.68e-15   -5.15e-15     1    -1.00      -99 	    1  2806746      -99   -99.00    15.40    14.80     -99.00     -99.00     -99.00     -99.00       0.07 	   0.000    -99      5     0.00  
XMMC_149.81081+1.60952 5575 149.8110300   1.6097410    6.06e-15   -9.35e-15   -1.12e-14     1    -1.00      -99 	    1   246511   157838    22.42    21.99    21.59       8.40      11.06      13.72      19.73       0.06 	   2.408      1      5     2.40  
XMMC_149.44465+2.12005 5577 149.4445900   2.1199510    9.96e-15   -2.30e-14   -3.57e-14     1    -1.00      -99 	    1  1395352   866497    20.94    20.78    19.84      70.55      80.17      95.48     116.62       0.48 	   0.987      1      2     0.98  
XMMC_149.52119+2.45989 5579 149.5218700   2.4590130    2.04e-15   -6.45e-15   -1.18e-14     1    -1.00      -99 	   10  2158056  1343564    24.94    24.19    22.30       4.62       4.65       1.74    -100.00     -99.00 	 -99.000    -99    -99     1.12  
XMMC_149.79404+2.07272 5581 149.7944300   2.0730940    1.91e-15   -5.23e-15   -8.80e-15     1    -1.00     1066 	    1  1326513   823890    23.44    22.98    22.21       7.32      10.26      17.51      35.57       0.15 	   2.668      1      3     2.63  
XMMC_149.82009+1.76118 5582 149.8201700   1.7616140    2.66e-15    2.18e-14   -1.64e-14     1     0.24     1683 	    1   607640   380374    25.21    24.29    21.95      12.43      20.09      36.97      71.23       0.34 	 -99.000    -99    -99     1.49  
XMMC_150.00412+2.03904 5583 150.0043800   2.0388970    1.48e-15   -5.70e-15   -8.58e-15     1    -1.00      349 	    1  1294973   804307    22.34    21.88    21.30      11.22      12.53      12.17      35.16       0.17 	   3.499      1      5     3.49  
XMMC_149.54388+1.95354 5584 149.5437800   1.9536430    2.66e-15   -8.32e-15   -4.63e-15     1    -0.46     1696 	    1  1038624   643928    24.46    23.65    22.52       8.23       9.80      10.78      14.63     -99.00 	 -99.000    -99    -99     2.67  
XMMC_149.38326+2.71746 5585 149.3834839   2.7171791    7.44e-14    1.51e-13    8.86e-14     1    -0.45      -99 	   10  2879375  1786424    21.26    20.68    19.47     143.96     206.55     311.70     430.69     -99.00 	 .85    -99    -99     -0.85  
XMMC_150.63295+2.58528 5587 150.6329500   2.5854100    6.16e-15    8.50e-15   -1.10e-14     1    -0.57      -99 	    1  2206518  1377110    22.42    22.12    21.12      16.54      17.13      14.98      19.20       0.08 	   0.882      2      5     2.34  
XMMC_149.83880+2.45156 5588 149.8386117   2.4519444    9.61e-16    5.60e-15   -4.12e-15     1     0.08     1308 	    1      -99      -99   -99.00   -25.50    23.24     -99.00     -99.00     -99.00     -99.00     -99.00 	 -99.000    -99    -99   -99.00  
XMMC_149.65675+2.84308 5589 149.6571800   2.8428290    1.39e-14    3.02e-14    1.76e-14     1    -0.40      -99 	    1  3163516  1964232    22.79    21.89    20.56      31.59      45.01      59.49      93.75       0.40 	 -99.000    -99    -99     0.04  
XMMC_150.70394+2.36961 5592 150.7037700   2.3700190    2.21e-15   -4.72e-15   -8.94e-15     1    -1.00      -99 	    1  1864254  1163086    22.92    22.47    22.55       3.63       4.97       9.47      12.88     -99.00 	   3.749      1      5     3.78  
XMMC_149.46741+1.85518 5594 149.4673500   1.8555960    1.27e-15   -5.76e-15   -8.03e-15     1    -1.00      -99 	   10  1061300   658294    21.66    21.08    20.94      18.82      15.55      15.83      25.35       0.11 	   4.161      1      5     4.14  
XMMC_149.99858+2.76938 5595 149.9984600   2.7690770    4.06e-15   -7.45e-15   -1.18e-14     1    -1.00      -99 	    1  2719563  1688919    18.18    16.24    16.61     523.60     381.80     232.36     188.89       0.20 	   0.166      3      1     0.17  
XMMC_150.07779+1.70878 5596 150.0782500   1.7090190    2.01e-15    6.09e-15   -4.40e-15     1    -0.22      267 	    1   539912   339123    22.10    21.01    19.93      43.40      31.81      32.54      28.47       0.20 	 -99.000    -99    -99     0.73  
XMMC_149.97414+2.74606 5597 149.9743200   2.7460980    1.96e-15   -1.35e-14   -7.26e-15     1    -0.28      -99 	   10  2726765  1692053    25.44    24.46    21.38      18.59      22.17      19.36      22.23       0.11 	 -99.000    -99    -99     1.41  
XMMC_149.53748+2.28041 5598 149.5370600   2.2801680    2.22e-15   -7.72e-15   -5.01e-15     1    -1.00      -99 	    1  1763306  1096437    23.79    23.17    21.68      11.07      11.19       7.10      13.48     -99.00 	   1.702      1      4     1.01  
XMMC_150.16843+2.68577 5599 150.1683700   2.6850120    1.25e-15   -1.72e-14   -2.17e-14     1    -1.00      -99 	    1  2700318  1678238    24.51    23.71    22.09       7.37       7.24    -100.00       6.05     -99.00 	 -99.000    -99    -99     0.78  
XMMC_150.78829+2.34416 5600 150.7883700   2.3440070    7.64e-15    1.28e-14   -3.19e-14     1    -0.52      -99 	    1  1833094  1143518    20.47    20.06    19.97      44.24      54.34      86.39     110.46       0.39 	   1.967      1      2     2.00  
XMMC_149.47236+2.68819 5601 149.4726400   2.6873160    3.82e-15    6.87e-15   -1.60e-14     1    -0.47      -99 	    1  2859295  1775110    23.33    22.18    20.77      28.80      33.96      46.71      51.23       0.14 	 -99.000    -99    -99     2.31  
XMMC_149.90409+1.86730 5602 149.9036500   1.8668230    1.97e-15   -6.55e-15   -3.57e-15     1    -1.00     1025 	    1   941632   583259    24.16    23.39    22.52       7.82      10.38      14.22      18.75       0.17 	 -99.000    -99    -99     0.40  
XMMC_149.61182+2.38099 5603 149.6121521   2.3806190    3.13e-15    1.30e-14   -1.34e-14     1    -0.09      -99 	    1  2099995  1306605    25.83    25.06    21.52      12.61      13.87      19.38      17.29       0.07 	 -99.000    -99    -99     2.12  
XMMC_150.74978+2.63328 5604 150.7499600   2.6335860    2.00e-15   -4.48e-15   -5.92e-15     1    -0.29      -99 	    1  2551733  1586250    21.94    20.61    19.80      48.43      37.90      33.67      38.11       0.12 	   0.857      2      5     0.82  
XMMC_149.73342+1.89980 5605 149.7332500   1.9002660    1.98e-15   -6.78e-15   -4.95e-15     1    -1.00      200 	    1   972541   602212    23.58    22.46    21.12      17.05      14.05      13.04      14.20     -99.00 	 -99.000    -99    -99     0.95  
XMMC_149.77679+2.44406 5606 149.7769100   2.4443060    1.33e-15   -2.28e-15   -2.51e-16     1    -1.00      -99 	    1  2042408  1273346    23.32    22.79    22.71       3.55       3.62       6.46       5.41     -99.00 	   4.166      2      3     4.01  
XMMC_149.43035+2.80688 5607 149.4305400   2.8066240    2.77e-15   -1.18e-14   -9.62e-15     1    -1.00      -99 	    1  3206727  1991426    20.52    20.43    20.35      61.05     108.58     185.47     292.47     -99.00 	   1.359      1      1     1.36  
XMMC_149.93390+1.54665 5608 149.9337800   1.5472300    4.53e-15    3.74e-14   -3.52e-14     1     0.24      -99 	    1   225495   144360    25.27    24.53    23.76       0.37       0.03       0.46       1.06     -99.00 	 -99.000    -99    -99     2.13  
XMMC_150.58193+2.28782 5609 150.5818500   2.2877040    6.06e-15    7.93e-15   -7.02e-15     1    -0.57      604 	    1  1477804   920262    21.88    21.41    19.87      69.61      95.42     119.18     155.94       0.87 	   1.343      1      5     1.34  
XMMC_149.74532+2.89188 5611 149.7455200   2.8913500    3.85e-15   -1.39e-14   -1.86e-14     1    -1.00      -99 	    1  3114879  1934754    21.60    20.84    20.91      16.45    -100.00      24.93      35.72       0.17 	 -99.000    -99    -99     0.25  
XMMC_149.76257+2.17988 5612 149.7624400   2.1800810    1.31e-15   -6.32e-15   -5.66e-15     1    -1.00      310 	    1  1704900  1060755    20.91    19.72    18.78      62.95      54.26      37.45      27.73     -99.00 	   0.340      3      5     0.32  
XMMC_150.07888+2.88904 5614 150.0806300   2.8888150    4.44e-15   -6.29e-15   -5.30e-15     1    -1.00      -99 	    0  3038680  1887933    17.55    15.42    16.34     834.76     585.31     384.20     260.21       0.17 	   0.123      3      1     0.11  
XMMC_150.71506+2.48482 5615 150.7151000   2.4848510    9.01e-15    1.57e-14   -1.24e-14     1    -0.48      -99 	    1  2232259  1390865    19.96    19.62    19.26      65.74      91.12     175.28     272.14       1.25 	   2.005      1      1     2.02  
XMMC_149.75689+2.84011 5616 149.7571100   2.8397010    1.22e-15   -8.64e-17   -5.13e-16     1    -1.00      -99 	   10  3126354  1942061    23.75    22.58    21.95      16.84      16.45      16.61       9.77       0.16 	 -99.000    -99    -99     0.84  
XMMC_150.06507+2.92918 5617 150.0656586   2.9292941    2.88e-14    5.99e-14    3.89e-14     1    -0.43      -99 	    1  3031396  1883498    18.36    16.85    17.08     466.14     419.88     415.07     703.66       2.52 	   0.103      1      1     0.22  
XMMC_150.54339+2.93237 5619 150.5434570   2.9325120    7.12e-15   -1.47e-14   -5.82e-15     1    -1.00      -99 	    1  2960570  1837271    22.56    21.51    20.30      40.94      58.51     114.84     224.66       0.89 	 -99.000    -99    -99     0.81  
XMMC_149.94156+2.79536 5620 149.9417100   2.7954530    4.34e-14    6.09e-14    3.23e-14     1    -0.57      -99 	    1  3063068  1903444    18.97    18.90    18.41     318.21     447.88     682.78    1001.29       3.76 	   1.067      1      1     1.07  
XMMC_150.30896+1.89148 5622 150.3087158   1.8914679    1.75e-15    1.15e-14    1.32e-14     1     0.13      375 	    1   858704   529562    26.17    25.53    23.11       4.92       8.92      21.04      26.17       0.12 	 -99.000    -99    -99     1.81  
XMMC_149.70328+1.60881 5623 149.7032700   1.6089440    7.52e-15    1.01e-14   -8.82e-15     1    -0.58      -99 	    1   282294   180857    23.80    22.99    21.48      13.88      17.61      16.84      30.76       0.08 	   1.130      2      3     1.08  
XMMC_149.85460+2.60689 5624 149.8546900   2.6069400    4.75e-15    8.92e-15   -9.40e-15     1    -0.46      580 	    1  2396807  1493452    24.16    23.56    21.64      10.14      13.46      18.26      22.74       0.08 	 -99.000    -99    -99     2.11  
XMMC_149.54585+2.76261 5625 149.5467400   2.7622150    4.40e-15    6.19e-15   -8.66e-15     1    -0.56      -99 	    1  2842947  1764680    22.55    22.22    21.69       9.78      13.13      18.35      19.41       0.08 	   2.755      1      5     2.75  
XMMC_149.61480+2.93529 5626 149.6154175   2.9348600    8.76e-15    4.64e-14   -4.51e-14     1     0.05      -99 	    1  3142138  1951614    21.16    19.72    18.88     107.12     104.15     117.17     137.51       0.56 	   0.489      2      3     0.50  
XMMC_149.68726+1.71923 5627 149.6872600   1.7191720    7.25e-15    1.54e-14    1.41e-14     1    -0.40      -99 	    1   658474   410456    20.44    20.17    20.16      47.49      77.08     112.06     172.01       0.42 	   1.337      1      1     1.37  
XMMC_150.50982+1.68103 10052 150.5090700   1.6807990    8.85e-16    9.74e-15   -1.12e-14     1     0.38      -99 	   10   465101   292536    21.28    19.72    18.63      58.87      40.23      28.91      18.02     -99.00 	 -99.000    -99    -99     0.00  
XMMC_150.51311+1.53405 10083 150.5128000   1.5339050    5.63e-15   -1.67e-14   -1.96e-14     1    -1.00      -99 	    1   116207    79763    22.50    22.30    20.73      29.72      34.00      35.90      52.95       0.21 	 -99.000    -99    -99     1.23  
XMMC_150.34518+1.95787 10094 150.3451080   1.9578849    1.43e-15   -9.99e-15   -8.57e-15     1    -0.21      688 	    1   843463   519722    25.38    25.67    22.33       4.25       4.88       5.54       3.50     -99.00 	 -99.000    -99    -99     2.67  
XMMC_150.35399+2.86138 10112 150.3538400   2.8625860    2.71e-15   -2.35e-14   -3.32e-14     1    -1.00      -99 	    1  3010360  1869448    19.76    18.15    17.66     175.36     147.58      94.87      58.46     -99.00 	   0.333      3      4     0.31  
XMMC_150.01002+2.05305 10164 150.0099100   2.0534080    1.76e-15   -5.86e-15   -4.35e-15     1    -1.00      350 	    1  1291372   802156    25.04    24.44    21.74      10.45      11.17       7.45       7.27     -99.00 	 -99.000    -99    -99     1.26  
XMMC_150.09412+2.83239 10168 150.0946200   2.8323440    2.30e-15   -1.40e-14   -1.12e-14     1    -1.00      -99 	    1  3053164  1897157    22.66    22.03    21.15      13.81      18.98      24.75      23.44       0.09 	   1.565      1      5     1.54  
XMMC_150.25538+2.35290 10183 150.2555800   2.3535450    1.01e-15   -9.73e-15   -1.08e-14     1    -1.00     1458 	    1  1947014  1212266    23.64    23.29    21.91       6.70       6.95       5.69      10.58     -99.00 	 -99.000    -99    -99     2.97  
XMMC_149.49051+2.86847 10184 149.4903100   2.8693080   -3.23e-15    1.69e-14   -2.32e-14     1     1.00      -99 	   10  3193185  1982772    25.60    24.75    21.69      12.14      13.79       8.72      12.56       0.15 	 -99.000    -99    -99     1.55  
XMMC_150.77936+2.08920 10191 150.7793500   2.0895450    1.80e-15   -1.05e-14   -5.85e-15     1    -0.08      -99 	    1  1097249   679752    21.44    20.21    18.79     110.09      88.83      98.90     103.63       0.74 	 -99.000    -99    -99     0.55  
XMMC_150.28787+2.13165 10239 150.2880000   2.1318680    2.84e-15    1.05e-14   -1.31e-14     1    -0.15       37 	    1  1597415   992777    23.68    22.24    20.41      28.22      23.10      22.98      23.75       0.06 	   0.838      2      5     0.83  
XMMC_149.53396+2.24501 10248 149.5337000   2.2445810   -2.67e-15    1.28e-14   -1.36e-14     1     1.00      -99 	   10  1772092  1102078    23.98    23.77    21.58      11.24      11.58      12.17      16.26       0.10 	 -99.000    -99    -99     0.37  
XMMC_150.69622+2.23650 10257 150.6960300   2.2363850    1.20e-15   -7.48e-15   -4.82e-15     1    -1.00      -99 	    1  1491476   927482    23.77    22.91    21.54      16.24      18.39      14.95      15.64       0.10 	 -99.000    -99    -99     1.60  
XMMC_150.70187+1.70527 10272 150.7022600   1.7049090    2.13e-15   -5.88e-17   -3.19e-15     1    -1.00      -99 	    1   417517   264752   -99.00    16.96    16.31     371.12     239.20     176.98      90.93     -99.00 	 -99.000    -99    -99     0.00  
XMMC_150.49187+1.69955 10332 150.4921000   1.6990340    1.70e-15   -7.61e-17   -1.75e-15     1    -1.00      -99 	    1   460681   290398    24.71    23.83    22.28       5.45       4.59       5.72       6.04     -99.00 	 -99.000    -99    -99     2.22  
XMMC_150.12814+2.89477 10338 150.1282400   2.8942710    4.59e-15   -1.35e-14   -1.51e-14     1    -1.00      -99 	    1  3039437  1888645    24.71    24.03    21.51      12.27      14.06      19.76      16.78     -99.00 	 -99.000    -99    -99     1.77  
XMMC_150.66666+2.34588 10339 150.6672500   2.3466070    1.36e-15   -9.88e-15   -8.70e-15     1    -1.00      -99 	    1  1869488  1166417    23.25    21.53    19.97      50.79      39.94      35.88      30.90       0.25 	 -99.000    -99    -99     0.94  
XMMC_149.73534+2.75863 10360 149.7357300   2.7577630    1.10e-15   -3.53e-15   -3.34e-15     1    -1.00      -99 	    1  2762737  1716410    23.37    23.21    22.53       5.32       6.11      11.29      15.57     -99.00 	 -99.000    -99    -99     2.82  
XMMC_149.56359+1.79375 10388 149.5637000   1.7941080    3.70e-15    9.11e-15   -1.23e-14     1    -0.34      -99 	    1  1037144   618322    22.60    22.09    21.06      11.53      13.42      25.61      35.90       0.22 	   0.776      1      2     2.23  
XMMC_149.79969+2.47072 10389 149.8001404   2.4703019    1.04e-15   -3.13e-15   -2.67e-15     1    -1.00     2229 	    1  2429162  1513834    26.24    25.28    22.53       4.45       4.80       7.68       5.27     -99.00 	 -99.000    -99    -99     1.59  
XMMC_150.22633+2.87496 10418 150.2267000   2.8745920    2.12e-15   -1.16e-14   -1.42e-14     1    -1.00      -99 	    1  3043565  1891134    25.10    23.73    21.40      15.99      16.81      23.96      27.42       0.14 	 -99.000    -99    -99     1.04  
XMMC_150.09534+2.30058 10439 150.0950900   2.3005390    1.17e-15   -1.19e-14   -6.73e-15     1    -0.28      -99 	    1  1961160  1221779    19.90    18.51    17.81     144.38     120.13      79.71      53.04     -99.00 	   0.361      3      5     0.33  
XMMC_150.14324+2.89949 10469 150.1439500   2.8994410    3.67e-15   -1.54e-14   -2.35e-14     1    -1.00      -99 	    1  3038162  1887793    23.25    22.55    21.75       9.26       8.68       9.23      12.21     -99.00 	   0.896      2      4     0.76  
XMMC_149.70967+1.88255 10471 149.7096700   1.8831670    1.41e-15   -7.27e-15   -9.26e-15     1    -1.00      198 	    1  1015645   629902    25.50    24.42    21.45      16.65      18.62      18.88      10.88     -99.00 	 -99.000    -99    -99     1.36  
XMMC_150.76418+2.86431 10480 150.7642400   2.8651580    3.81e-15   -2.03e-14   -1.75e-14     1    -1.00      -99 	   10  2902413  1801910    23.62    23.67    22.54       4.63       5.92       8.37      15.39     -99.00 	 -99.000    -99    -99     2.84  
XMMC_149.44084+2.57576 10493 149.4411800   2.5764180    2.28e-15   -1.66e-14   -1.98e-14     1    -1.00      -99 	    1  2484173  1544970    23.97    23.38    22.02       8.61      10.19      14.03      14.40     -99.00 	 -99.000    -99    -99     1.70  
XMMC_150.49670+2.08903 10498 150.4965100   2.0892830    1.23e-15    5.44e-15   -3.68e-16     1    -0.07     2327 	    1  1168069   722248    23.23    22.00    19.79      74.13      63.90      49.28      39.78       0.25 	   1.189      2      5     1.12  
XMMC_150.23043+2.25575 10499 150.2306600   2.2553790    9.48e-16   -3.46e-15   -3.78e-15     0    -1.00       25 	    1  1569619   974083    25.50    24.92    21.36      13.72      21.37      33.39      43.94       0.28 	 -99.000    -99    -99     1.99  
XMMC_150.31661+1.65792 10547 150.3168900   1.6578230   -8.74e-16    9.67e-15   -9.91e-15     1     1.00     1664 	    1   510940   321506    22.21    20.98    19.62      56.49      45.74      53.08      59.98       0.24 	 -99.000    -99    -99     0.62  
XMMC_149.86456+2.01564 10560 149.8649500   2.0162550    9.24e-16   -2.62e-15   -2.83e-15     0    -1.00     1015 	    1  1341130   832568    24.60    23.90    21.76      11.41      13.45      14.53      22.76       0.09 	 -99.000    -99    -99     1.37  
XMMC_149.99527+2.47343 10569 149.9960000   2.4732810    2.05e-15   -7.62e-15   -5.49e-15     1    -1.00      993 	    1  2355306  1466876    19.91    18.37    17.73     160.27     129.95      92.03      55.52     -99.00 	   0.348      3      5     0.34  
XMMC_150.31157+2.00927 10583 150.3128100   2.0090480    1.67e-15   -2.58e-15   -1.07e-16     1    -1.00     1364 	    1  1222489   757847    19.76    18.16    17.91     147.69     115.30      73.56      47.24     -99.00 	   0.311      3      5     0.30  
XMMC_150.41334+2.10929 10590 150.4141000   2.1092110    1.38e-15   -8.68e-15   -8.86e-15     1    -1.00     1183 	    1  1163315   719821    25.24    24.47    21.42      22.54      27.30      31.70      25.05       0.23 	 -99.000    -99    -99     1.76  
XMMC_150.68065+2.83692 10597 150.6810000   2.8370870    2.36e-15    1.06e-14   -1.63e-14     1    -0.06      -99 	    1  2943555  1826954    25.25    24.03    20.69      34.05      44.53      53.24      58.45       0.18 	 -99.000    -99    -99     1.72  
XMMC_150.17802+1.85474 10615 150.1783295   1.8547058    1.10e-15   -3.87e-15   -2.74e-15     1    -1.00      819 	    1   905890   560043    25.81    25.04    22.18       8.74      11.50      15.33      11.92     -99.00 	 -99.000    -99    -99     1.41  
XMMC_150.07127+2.75641 10637 150.0717773   2.7563069    1.62e-15   -7.83e-15   -1.60e-15     1    -1.00      -99 	    1  2682896  1667763    25.75    25.03    21.64       8.28      10.54      15.56      24.99     -99.00 	 -99.000    -99    -99     2.04  
XMMC_149.55001+2.47870 10662 149.5500400   2.4794400    2.42e-15    1.05e-14   -1.54e-14     1    -0.06      -99 	    1  2506921      -99    24.61    23.32    20.75     -99.00     -99.00     -99.00     -99.00       0.25 	 -99.000    -99    -99   -99.00  
XMMC_150.25028+2.21453 10674 150.2502100   2.2145900   -1.23e-15    1.01e-14   -5.18e-15     1     1.00       28 	    1  1578009   979686    21.11    19.77    18.50     135.93     123.32     141.33     217.23       1.10 	   0.496      2      5     0.49  
XMMC_150.19215+2.22018 10675 150.1926200   2.2198490    8.45e-16   -1.73e-15   -2.04e-15     0    -1.00      917 	    1  1616821  1004907    23.28    22.89    21.87       9.94      14.38      17.24      22.68       0.09 	   3.090      1      6     3.08  
XMMC_150.59697+2.43271 10690 150.5971200   2.4328260    1.29e-15   -6.04e-15   -4.81e-15     1    -1.00      -99 	    1  1849901  1153195    23.76    23.24    23.80       4.34       4.84       7.85       8.58     -99.00 	 -99.000    -99    -99     3.10  
XMMC_149.73849+2.43383 10709 149.7385000   2.4338820    1.24e-15   -4.58e-15   -7.93e-15     1    -0.29      517 	    1  2044719  1274774    22.39    21.91    21.05      15.00      22.04      34.50      62.01       0.15 	   2.094      1      5     2.11  
XMMC_149.41399+2.62430 10719 149.4139100   2.6236480    2.36e-15   -1.10e-14   -1.64e-14     1    -1.00      -99 	    1  2473312  1538324    21.90    21.51    20.63      31.16      40.89      51.95      55.35       0.29 	 -99.000    -99    -99     1.70  
XMMC_149.56130+2.00879 10732 149.5612500   2.0091920    1.96e-15   -1.45e-15   -1.15e-16     1    -1.00     3549 	    1  1382130   857586    24.08    22.70    20.50      25.03      18.52      12.12      11.79     -99.00 	 -99.000    -99    -99     0.88  
XMMC_150.11356+2.65063 10743 150.1125500   2.6506190    1.15e-15   -4.98e-15   -5.14e-15     1    -1.00      -99 	   10  2705887  1683518    21.35    20.24    19.44      33.24      26.35      19.50       6.96     -99.00 	   0.346      3      5     0.40  
XMMC_149.42261+2.44568 10747 149.4231000   2.4448560    3.81e-15   -2.67e-14   -2.56e-14     1    -0.18      -99 	   10  2123316  1321164    25.33    24.71    21.16      18.27      21.36      33.02      28.03       0.08 	 -99.000    -99    -99     1.64  
XMMC_150.34335+2.01968 10757 150.3433900   2.0199860    1.27e-15   -3.39e-15   -1.16e-15     1    -1.00      651 	    1  1221345   756821    20.94    19.59    18.81      72.27      58.53      41.98      31.80     -99.00 	   0.423      3      4     0.34  
XMMC_150.20704+2.38154 10809 150.2075800   2.3816110    1.12e-15   -1.70e-14   -1.64e-14     1    -1.00      974 	    1  1979370  1232905    24.85    24.11    22.11       8.31      10.11      14.05      22.19     -99.00 	 -99.000    -99    -99     1.29  
XMMC_150.49493+1.98624 10812 150.4947000   1.9864100    1.51e-15   -2.70e-15   -3.19e-16     1    -1.00     2326 	    1  1190951   736979    24.00    23.11    20.94      23.30      23.52      19.84      23.81       0.08 	 -99.000    -99    -99     1.12  
XMMC_149.62831+2.04031 10829 149.6279800   2.0403660    2.08e-15   -1.13e-14   -1.02e-14     1    -1.00      186 	    1  1375297   853604    24.22    23.72    23.05       2.78       3.25       1.36       0.62     -99.00 	 -99.000    -99    -99     1.46  
XMMC_149.43299+2.37741 10841 149.4327000   2.3775230    3.68e-15   -8.22e-15   -3.26e-15     1    -1.00      -99 	   10  2137812  1330538    24.01    23.40    20.70      29.79      39.17      52.02      61.38       0.26 	 -99.000    -99    -99     1.84  
XMMC_149.70247+2.12133 10844 149.7017700   2.1218370    2.05e-15   -5.00e-15   -1.76e-16     1    -1.00     1063 	    1  1354503   841125    23.21    21.58    20.01      47.87      34.92      28.15      22.12       0.08 	   0.891      2      5     0.87  
XMMC_149.96066+2.88323 10852 149.9611300   2.8835080    4.11e-15   -2.65e-14   -3.63e-14     1    -1.00      -99 	    1  3077835  1913212    23.42    22.94    21.76       5.51       5.14       2.78       8.95       0.07 	 -99.000    -99    -99     2.43  
XMMC_150.77066+2.25763 10857 150.7710100   2.2576870    2.35e-15   -1.20e-14   -1.54e-14     1    -1.00      -99 	    1  1449981   902304    23.19    22.24    20.44      33.65      34.50      27.67      30.58       0.09 	 -99.000    -99    -99     1.20  
XMMC_150.36602+1.82964 10875 150.3659500   1.8293110    1.43e-15    9.63e-15   -9.26e-15     1     0.14      303 	    1   872991   538970    22.14    21.57    20.74      26.09      29.30      34.60      41.34       0.16 	 -99.000    -99    -99     0.04  
XMMC_150.38200+2.75785 10878 150.3819700   2.7584060    9.59e-16   -2.07e-14   -2.08e-14     0    -1.00      -99 	    1  2642587  1642458    21.46    21.23    20.57      33.16      43.70      58.52      68.13       0.14 	 -99.000    -99    -99     1.25  
XMMC_149.59229+1.75648 10889 149.5924500   1.7567590    1.87e-14    2.22e-14    9.52e-15     1    -0.61      -99 	    1   648196   404704    18.28    17.78    17.57     450.69     694.32    1315.22    2367.88      12.82 	   1.960      1      1     2.03  
XMMC_150.65557+2.33401 10900 150.6552887   2.3338580   -6.29e-16    1.03e-14   -8.73e-15     1     1.00      -99 	   10  1872658  1168550    26.59    25.42    21.82      13.05      15.82      13.18      10.23       0.13 	 -99.000    -99    -99     1.95  
XMMC_150.61587+1.56001 10911 150.6163400   1.5598840    1.86e-15   -5.40e-15   -1.02e-16     1    -1.00      -99 	    1    71296    53499    22.17    21.41    19.99      63.50      70.76      80.95      57.21       0.83 	 -99.000    -99    -99     2.05  
XMMC_150.43959+2.24379 30012 150.4401200   2.2441880    1.32e-15   -1.17e-14   -1.20e-14     1    -1.00     1250 	    1  1532142   950668    23.89    23.33    21.78       9.61      11.99      15.98      15.61       0.11 	 -99.000    -99    -99     2.31  
XMMC_150.71277+2.71398 30128 150.7132800   2.7133470    1.82e-15   -6.14e-15   -3.87e-15     1    -1.00      -99 	    1  2572707  1599142    23.89    22.52    20.38      38.13      35.30      31.95      65.59       0.75 	 -99.000    -99    -99     1.07  
XMMC_150.12563+2.69827 30182 150.1254100   2.6978930    6.26e-15    7.52e-15   -1.58e-14     1    -0.60      -99 	   10  2697234  1676417    23.43    22.71    22.20       3.85       3.00       7.11       3.33     -99.00 	 -99.000    -99    -99     0.61  
